Date,ALL,Hokkaido,Aomori,Iwate,Miyagi,Akita,Yamagata,Fukushima,Ibaraki,Tochigi,Gunma,Saitama,Chiba,Tokyo,Kanagawa,Niigata,Toyama,Ishikawa,Fukui,Yamanashi,Nagano,Gifu,Shizuoka,Aichi,Mie,Shiga,Kyoto,Osaka,Hyogo,Nara,Wakayama,Tottori,Shimane,Okayama,Hiroshima,Yamaguchi,Tokushima,Kagawa,Ehime,Kochi,Fukuoka,Saga,Nagasaki,Kumamoto,Oita,Miyazaki,Kagoshima,Okinawa
2021/1/4,55,4,0,0,0,0,0,1,0,0,1,4,0,2,5,0,0,0,0,0,0,1,0,6,1,0,4,11,8,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2
2021/1/5,70,3,0,0,0,0,0,2,0,1,0,6,4,14,6,0,0,0,0,0,2,2,1,5,1,0,5,7,4,1,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0
2021/1/6,66,5,0,0,0,0,0,2,1,0,1,4,0,8,4,0,0,0,0,0,0,1,2,7,0,1,2,10,10,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,1
2021/1/7,69,2,0,0,1,0,0,1,0,0,1,8,3,11,4,0,0,1,0,0,0,1,2,9,0,0,2,8,9,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0
2021/1/8,73,10,0,1,0,0,0,1,0,2,0,5,0,7,7,0,0,0,0,0,0,1,2,8,0,1,3,19,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0
2021/1/9,63,4,0,0,0,0,0,0,1,0,0,2,5,8,4,0,0,0,0,0,0,1,0,7,1,1,0,10,5,0,0,1,0,0,4,0,0,1,0,1,3,0,0,3,1,0,0,0
2021/1/10,44,6,0,0,0,0,1,0,0,1,0,0,3,3,3,0,0,0,0,0,0,1,1,3,1,0,0,7,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
2021/1/11,50,5,0,0,0,0,0,2,0,2,5,0,1,4,1,0,0,0,0,0,0,0,2,9,0,0,0,7,4,2,0,0,0,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0
2021/1/12,56,3,0,0,0,0,0,0,0,4,2,6,3,2,4,0,0,0,0,0,0,1,2,4,0,0,7,10,2,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021/1/13,96,4,0,0,0,0,1,0,1,0,0,5,9,13,13,0,0,1,0,0,1,2,1,9,0,0,0,13,9,1,0,0,0,0,4,1,0,0,0,0,3,0,2,1,0,1,0,1
2021/1/14,70,3,0,0,0,0,1,0,0,0,1,2,8,3,4,2,0,0,0,0,1,3,5,9,0,1,0,11,11,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
2021/1/15,75,6,0,0,1,0,0,0,0,1,1,1,3,10,9,0,0,0,0,0,1,1,2,8,1,1,2,12,4,0,1,0,0,0,4,0,0,1,0,0,2,0,0,1,1,0,1,0
2021/1/16,68,7,0,0,2,0,1,2,1,1,2,8,2,3,4,0,0,0,0,0,0,1,1,11,0,0,0,12,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0
2021/1/17,46,4,0,0,1,0,0,1,2,0,0,3,4,5,3,0,1,1,0,0,0,1,1,1,0,1,0,4,3,0,1,0,0,0,3,0,0,0,0,1,0,1,1,2,1,0,0,0
2021/1/18,51,2,0,0,0,0,0,0,1,1,0,6,5,3,5,0,0,0,1,0,0,0,2,6,0,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,2,0,0,0,0
2021/1/19,100,6,0,0,1,0,0,1,0,4,0,7,7,16,8,2,0,1,0,0,2,4,0,7,0,0,6,13,1,1,0,0,0,1,2,0,0,1,1,0,4,0,1,1,0,2,0,0
2021/1/20,94,5,1,0,0,0,0,0,0,5,1,8,8,10,9,0,0,0,0,1,0,0,0,7,1,1,5,12,4,0,0,0,0,0,1,0,0,0,1,0,8,0,1,1,1,1,0,2
2021/1/21,92,6,0,0,0,0,0,1,2,1,3,2,5,7,7,0,0,1,0,0,3,2,0,4,0,0,1,19,9,0,0,0,0,0,4,1,1,3,1,0,4,0,0,4,0,0,0,1
2021/1/22,99,4,0,0,0,0,0,0,1,4,0,6,9,9,5,0,0,0,0,0,0,1,4,8,1,5,3,16,10,0,1,0,0,0,1,0,0,2,0,0,3,0,0,2,2,1,0,1
2021/1/23,91,4,0,0,0,0,0,0,3,2,1,6,5,9,8,0,0,0,0,0,2,1,0,5,2,1,0,14,12,2,0,0,0,0,3,2,1,1,0,0,4,0,0,2,0,0,1,0
2021/1/24,62,4,0,0,0,0,0,1,2,1,1,3,3,3,1,0,0,0,1,0,0,2,1,4,1,0,0,10,8,1,0,0,0,1,4,0,0,1,0,0,4,0,2,2,1,0,0,0
2021/1/25,78,6,2,0,0,0,0,1,0,2,0,2,2,14,11,0,0,1,0,0,0,0,0,6,0,0,11,7,2,1,1,0,0,0,2,1,1,0,0,0,0,0,1,2,1,1,0,0
2021/1/26,98,4,0,1,0,0,0,0,2,2,1,7,5,13,13,2,0,0,1,0,1,2,3,4,0,1,0,14,9,0,0,0,0,1,1,2,0,1,0,0,3,0,0,2,0,1,2,0
2021/1/27,99,6,0,0,0,0,0,3,1,0,0,4,6,18,9,0,0,0,1,1,3,0,1,7,0,0,3,23,7,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0
2021/1/28,93,3,2,1,0,0,0,2,4,1,1,5,4,20,11,0,0,1,1,0,2,0,2,4,1,1,2,15,2,0,0,0,0,0,2,2,0,0,1,1,0,0,2,0,0,0,0,0
2021/1/29,99,3,0,0,0,0,0,1,2,1,0,6,10,17,18,0,0,0,2,0,1,0,0,9,0,1,3,10,10,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0
2021/1/30,103,6,0,0,0,0,0,0,0,3,1,9,5,19,6,0,0,0,0,1,1,1,0,6,1,1,0,10,10,1,0,0,0,1,1,3,0,0,0,0,11,0,1,4,1,0,0,0
2021/1/31,69,5,0,0,0,0,0,1,0,1,0,10,7,3,6,0,0,0,0,0,0,1,0,2,0,0,0,11,8,1,1,0,0,0,0,2,0,0,0,0,6,0,1,0,0,3,0,0
2021/2/1,69,5,0,0,0,0,0,0,4,1,2,8,4,8,8,1,0,0,1,0,0,0,2,4,0,1,7,4,3,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021/2/2,125,1,0,0,0,2,0,2,2,2,0,7,14,23,13,0,0,0,0,1,2,0,1,5,0,2,2,16,11,1,0,0,0,1,2,2,0,0,2,0,6,0,3,0,0,0,0,2
2021/2/3,111,3,0,1,0,0,0,4,0,0,0,10,3,32,19,2,0,0,0,0,0,1,1,5,0,0,1,12,9,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,0,0,0
2021/2/4,111,1,0,1,0,0,0,2,3,0,1,11,9,25,14,0,0,0,0,0,1,3,2,10,2,0,3,7,8,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,0,0,0
2021/2/5,103,5,0,0,0,1,0,0,1,0,3,13,6,22,11,0,0,0,1,0,0,3,2,9,2,0,2,12,3,1,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0
2021/2/6,90,2,0,0,0,0,0,3,3,4,1,4,8,21,6,0,0,1,1,0,0,2,2,7,0,0,0,14,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2021/2/7,55,1,0,0,1,0,0,1,3,2,0,6,6,6,3,0,0,0,1,0,0,3,0,7,1,0,0,7,3,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2021/2/8,91,5,0,0,0,0,0,2,2,1,0,6,2,12,14,0,0,1,0,0,0,1,0,7,0,0,7,11,0,0,0,0,0,1,0,1,0,0,0,0,14,0,0,2,0,0,0,2
2021/2/9,82,2,0,0,0,0,0,1,1,1,0,9,2,18,17,1,0,0,0,0,0,2,1,0,1,0,2,12,4,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0
2021/2/10,122,1,1,0,0,0,1,0,5,0,3,11,16,25,12,0,0,0,0,1,0,3,2,10,3,2,3,10,8,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
2021/2/11,85,2,1,0,0,1,0,0,1,0,0,14,9,21,3,0,0,0,1,0,0,0,2,5,1,0,0,6,7,0,0,0,0,0,2,1,0,0,0,0,5,0,0,1,0,0,0,2
2021/2/12,73,2,1,0,0,0,1,2,1,1,0,5,2,15,3,0,0,0,0,0,0,2,0,5,1,4,5,8,8,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2
2021/2/13,64,5,0,0,0,0,0,2,3,0,0,5,13,11,1,0,0,0,0,0,0,0,1,1,1,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,1
2021/2/14,41,2,1,0,0,0,0,1,3,0,0,3,4,6,1,0,0,0,1,0,0,2,0,4,1,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,1
2021/2/15,67,1,0,0,0,1,0,0,4,1,2,11,3,6,11,0,0,0,0,0,2,5,0,3,0,0,3,4,2,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,1
2021/2/16,92,2,0,0,0,0,0,0,1,1,0,10,9,27,14,1,0,0,0,0,0,0,0,4,3,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2
2021/2/17,88,2,1,0,0,0,0,0,1,0,0,6,13,19,6,0,0,0,0,0,0,0,0,5,1,0,0,11,11,1,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,0,2,0
2021/2/18,75,3,0,0,0,0,0,0,0,0,2,6,10,27,4,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,2,0,0,0
2021/2/19,68,3,1,1,0,0,0,2,2,1,0,7,2,11,8,0,0,1,0,0,0,4,0,6,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6
2021/2/20,78,6,0,0,1,0,0,0,0,3,0,10,4,27,7,0,0,0,0,0,0,0,0,3,0,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1
2021/2/21,51,0,0,0,0,0,0,0,1,1,0,9,6,17,1,0,0,0,0,0,0,3,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3
2021/2/22,61,4,0,0,1,0,0,3,0,0,0,4,10,9,6,0,0,0,0,0,0,2,1,4,0,1,4,3,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,1,0,0,0
2021/2/23,52,5,0,0,0,0,0,0,0,0,0,3,11,11,5,0,0,0,0,0,0,1,0,4,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
2021/2/24,67,2,1,0,0,0,0,0,2,0,1,6,10,17,8,0,0,0,0,0,0,2,0,4,2,0,1,4,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2021/2/25,74,4,0,0,0,0,0,1,1,1,0,4,11,23,7,1,0,1,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0
2021/2/26,78,4,0,0,0,0,0,0,0,0,0,9,7,30,4,0,0,0,0,0,0,1,0,1,0,1,0,6,8,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4
2021/2/27,52,0,0,0,0,0,0,0,0,0,0,11,6,15,1,0,1,0,0,1,0,0,0,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
2021/2/28,27,2,0,0,0,0,0,1,3,0,0,5,3,6,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/1,47,2,0,0,0,0,0,0,1,0,0,7,3,19,2,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0
2021/3/2,55,5,0,0,0,0,0,0,4,1,1,11,5,5,7,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
2021/3/3,66,3,0,0,0,0,0,2,1,0,0,8,3,19,5,0,0,0,0,0,0,1,0,4,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0
2021/3/4,73,2,0,0,0,0,0,3,1,0,1,8,3,23,10,0,0,0,0,0,0,0,1,5,1,0,1,2,8,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2021/3/5,58,1,0,0,0,0,0,1,0,1,0,11,3,12,9,0,0,0,0,0,0,0,1,4,1,0,1,4,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2021/3/6,43,1,0,0,0,0,0,3,0,0,1,10,5,8,2,0,0,0,0,0,0,0,2,3,1,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2021/3/7,24,2,0,0,0,0,0,1,0,0,0,8,5,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/3/8,43,0,0,0,0,0,0,1,2,0,1,3,5,17,1,1,0,0,0,0,0,1,1,1,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/9,60,3,0,0,0,0,0,4,0,0,0,6,4,21,5,0,0,0,0,0,0,0,0,3,2,1,0,5,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0
2021/3/10,54,1,0,0,0,0,0,2,2,0,0,5,6,18,11,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2021/3/11,44,3,0,0,0,0,0,2,0,0,1,2,4,18,4,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
2021/3/12,57,4,0,0,0,0,0,0,1,0,0,3,3,25,4,0,0,0,0,0,0,1,2,3,1,0,1,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2021/3/13,54,2,0,0,0,0,0,1,0,0,1,10,6,16,5,0,0,0,0,0,0,1,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
2021/3/14,28,1,0,0,1,0,0,4,0,0,0,9,0,3,1,0,0,0,0,1,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2021/3/15,31,2,0,0,0,0,0,0,0,1,1,6,3,9,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/16,58,6,0,0,0,0,0,2,1,0,1,6,9,16,6,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0
2021/3/17,41,4,0,0,1,0,0,0,1,0,1,0,6,7,6,0,0,1,0,0,0,1,2,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1
2021/3/18,35,0,0,0,0,0,1,2,0,1,0,1,6,12,1,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/19,31,6,0,0,0,0,0,4,0,0,1,0,4,6,2,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2021/3/20,21,4,0,0,0,0,0,0,0,0,0,4,4,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/21,23,2,0,0,0,0,0,1,0,0,0,8,0,4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2021/3/22,31,2,0,0,0,0,0,0,1,0,1,2,2,7,4,0,0,0,0,0,0,1,4,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/3/23,46,2,0,0,0,0,0,2,0,0,3,0,3,18,3,1,0,1,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
2021/3/24,29,2,0,0,0,0,0,1,1,0,1,0,2,6,3,0,0,0,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/25,26,3,0,0,0,0,0,1,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/3/26,33,2,0,0,1,0,0,2,1,0,0,3,1,15,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2021/3/27,30,0,0,0,1,0,0,0,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/28,33,1,0,0,2,0,0,0,0,0,0,1,1,20,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2021/3/29,24,1,0,0,0,0,0,0,0,0,0,0,3,12,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021/3/30,29,2,0,0,0,0,0,1,1,0,0,0,0,10,3,0,0,0,0,0,0,0,2,2,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021/3/31,50,3,0,0,1,0,0,0,0,0,0,1,5,23,4,0,1,0,0,0,0,1,1,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/4/1,20,3,0,0,0,0,1,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/2,25,2,0,0,0,0,0,3,0,0,0,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/3,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/4/4,11,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021/4/5,17,0,0,0,1,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021/4/6,32,6,0,0,2,0,0,0,0,0,0,3,3,6,1,0,0,1,0,0,1,1,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/7,27,4,0,0,4,0,0,0,0,0,2,2,1,4,3,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021/4/8,29,4,0,0,0,0,0,0,1,0,0,5,2,5,1,0,0,0,0,0,0,0,1,2,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2021/4/9,19,4,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/10,30,2,0,0,0,0,1,1,0,0,0,0,2,5,3,0,0,0,0,0,0,0,1,3,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/11,14,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/12,26,3,0,0,0,0,2,0,0,0,0,2,3,1,1,0,0,0,0,0,1,0,0,2,1,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
2021/4/13,44,3,0,0,1,3,2,0,1,0,0,0,5,7,1,0,0,0,0,0,3,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,1
2021/4/14,30,2,0,1,0,0,0,0,0,0,0,3,2,8,0,0,0,0,1,0,0,0,0,1,1,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/15,40,5,0,0,2,0,0,0,0,0,1,1,2,9,0,0,0,0,1,0,2,0,0,1,0,0,0,4,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021/4/16,47,4,0,0,2,0,2,0,0,0,0,5,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0,16,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
2021/4/17,37,3,0,0,0,0,2,0,0,0,0,2,0,10,0,0,0,0,2,0,1,0,0,0,0,1,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021/4/18,23,4,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2021/4/19,30,4,0,0,3,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3,4,2,0,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0
2021/4/20,38,4,0,0,0,0,1,1,0,0,0,3,7,5,1,0,0,1,0,0,0,0,0,1,1,0,0,8,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2021/4/21,54,7,0,0,1,0,1,0,0,0,0,2,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,20,7,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
2021/4/22,38,5,0,0,1,0,0,1,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,1,0,0,0,8,5,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2021/4/23,55,5,0,0,3,0,0,1,1,0,0,0,1,5,3,0,0,0,1,0,0,1,0,1,0,0,2,15,7,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
2021/4/24,56,6,1,0,1,0,0,0,0,0,1,2,1,3,4,0,0,0,1,0,4,0,0,2,1,0,0,16,8,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2021/4/25,56,5,1,0,0,0,2,0,1,0,0,1,1,4,0,0,0,1,0,0,4,0,0,1,1,0,0,21,4,2,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0
2021/4/26,34,6,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2021/4/27,54,6,0,0,2,0,0,2,0,0,0,2,2,3,2,4,0,0,0,0,4,0,0,0,0,0,0,14,4,1,1,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,1
2021/4/28,51,5,0,0,1,0,0,0,0,0,0,3,2,1,2,0,0,2,0,0,2,0,0,5,2,0,3,14,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2021/4/29,86,2,0,0,1,0,0,0,0,0,1,2,2,9,0,0,0,0,0,0,0,1,0,3,2,0,0,44,4,2,1,0,0,1,0,1,3,0,4,0,1,0,1,0,1,0,0,0
2021/4/30,39,4,0,0,3,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,1,0,0,1,8,3,2,1,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,2
2021/5/1,69,1,0,0,0,0,0,1,1,0,0,0,2,6,3,0,0,2,0,0,0,0,0,1,0,0,0,41,2,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,0,0,1
2021/5/2,57,6,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,16,13,0,1,0,0,1,1,2,1,0,4,0,2,0,0,1,0,0,0,0
2021/5/3,64,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,2,5,0,0,19,12,0,4,0,0,2,0,0,3,1,0,0,4,1,0,0,0,0,0,0
2021/5/4,52,5,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,2,0,0,0,3,1,3,0,0,1,20,2,1,0,0,0,1,0,0,0,0,1,0,3,0,1,1,0,0,0,0
2021/5/5,49,2,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0,2,0,25,4,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0
2021/5/6,72,5,0,0,1,0,1,1,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,3,1,1,2,28,13,3,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0
2021/5/7,110,4,0,0,0,0,0,1,0,1,2,0,7,6,6,0,1,1,0,0,2,1,1,2,0,3,2,50,4,4,0,0,0,3,0,0,1,0,3,0,3,0,0,1,0,0,0,1
2021/5/8,122,3,2,1,0,0,0,0,0,0,0,2,5,6,2,0,0,4,0,0,0,0,0,3,1,0,0,41,39,0,1,0,0,4,0,0,2,0,1,0,4,0,1,0,0,0,0,0
2021/5/9,59,7,0,1,2,0,1,1,0,1,0,2,1,3,4,0,0,1,0,0,0,0,0,2,0,0,0,19,6,0,0,0,0,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0
2021/5/10,63,4,0,1,0,0,0,1,0,0,1,0,1,2,4,0,0,3,0,0,0,0,3,5,0,0,2,15,8,2,0,0,0,2,0,1,0,0,2,0,3,1,1,0,0,0,0,1
2021/5/11,120,5,0,0,0,0,0,0,0,1,2,1,6,3,1,2,1,0,0,0,0,2,2,3,2,0,1,55,19,3,0,0,0,1,0,0,1,0,3,0,2,0,1,0,2,1,0,0
2021/5/12,109,7,1,2,1,0,1,0,0,0,1,3,0,8,5,0,0,0,1,0,0,2,0,1,2,1,0,50,14,1,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,1,0,1
2021/5/13,91,6,0,1,1,0,0,0,1,0,1,3,2,7,2,0,0,4,0,0,0,0,0,3,2,0,1,33,7,1,1,0,0,3,0,1,2,0,1,0,6,0,1,0,1,0,0,0
2021/5/14,94,8,0,0,0,0,0,1,1,0,0,0,3,2,5,0,0,1,0,0,0,0,1,2,0,1,1,33,22,3,0,0,0,1,1,1,0,1,0,0,4,0,1,0,1,0,0,0
2021/5/15,95,2,0,0,0,0,0,0,0,0,3,2,2,11,0,0,0,3,0,0,1,1,0,4,1,0,0,42,8,1,0,0,0,2,0,0,1,0,0,0,6,0,2,1,1,0,0,1
2021/5/16,50,5,0,1,2,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,15,7,1,0,0,0,1,0,0,1,0,2,0,1,1,2,1,0,0,0,0
